window,spec,train_start,test_start,test_end,loglik,aic,bic,n_params,converged,mu0,sigma0,mu1,sigma1,beta1_0,beta2_0,beta1_1,beta2_1,lr_stat,lr_p,beta1_2,beta2_2
22,tvtp_logrv,2019-07-27,2023-07-26,2023-10-24,2974.5461251513007,-5933.092250302601,-5890.802716584983,8,True,0.0006177091800672974,0.0186693478928296,0.0010310132990851207,0.05899968487182043,0.9018433684199056,-0.9555649300889024,-0.6769690848927031,0.8631624953247004,39.438967821684855,2.7285816337388296e-09,,
22,tvtp_exflow,2019-07-27,2023-07-26,2023-10-24,2954.8563538906164,-5893.712707781233,-5851.423174063614,8,True,0.0006850490649471103,0.01950822997169632,0.0008985989090767783,0.06065697277187157,1.3812770813641584,-0.011509253578446128,-0.04098503565018806,-0.0181092721387281,0.059425300316434004,0.9707244309876808,,
22,tvtp_both,2019-07-27,2023-07-26,2023-10-24,2974.94097308255,-5929.8819461651,-5877.0200290180765,10,True,0.0005930720827822075,0.018619791988730414,0.0010822406071621226,0.05884255912451171,0.8846699589604214,-0.9631870605113579,-0.6737190663438786,0.9104202819943259,40.22866368418363,3.881807695308451e-08,-0.09811508133689928,-0.14502369750740637
23,baseline,2019-10-26,2023-10-25,2024-01-23,2998.7128992223325,-5985.425798444665,-5953.70864815645,6,True,0.0007604499179801837,0.017172800998916833,0.0012782648847750675,0.056619389553302125,1.2078960441180335,0.18516848383972265,,,,,,
23,tvtp_logrv,2019-10-26,2023-10-25,2024-01-23,3025.12174626684,-6034.24349253368,-5991.9539588160615,8,True,0.0006894383179126157,0.015218266295947316,0.0013082593370462615,0.05347406414783645,0.5034715850305085,-0.41035553216796505,-0.8113902896002811,0.708571265598719,52.817694089015276,3.3945597323924863e-12,,
23,tvtp_exflow,2019-10-26,2023-10-25,2024-01-23,2998.726795765482,-5981.453591530964,-5939.164057813346,8,True,0.0007620032684938472,0.01722713011396288,0.001280743355305805,0.05676324170224587,1.2173424926661705,0.17474470752793037,-0.02684573563578894,-0.0011947255598026428,0.02779308629942534,0.9861995680863082,,
23,tvtp_both,2019-10-26,2023-10-25,2024-01-23,3025.6728800328865,-6031.345760065773,-5978.483842918749,10,True,0.0006572327001530533,0.015331403100385452,0.0013606973336685257,0.05359247720927855,0.4961218230070856,-0.46933469021786484,-0.8211981603587686,0.7850192054762424,53.91996162110809,5.4697310302710016e-11,-0.1776889227324484,-0.12297533237074872
24,baseline,2020-01-25,2024-01-24,2024-04-23,3011.8335997870913,-6011.667199574183,-5979.950049285968,6,True,0.0013529774940363947,0.016738878770472757,0.0004989032644939288,0.05624462521878451,1.180205776126136,0.17909719840814087,,,,,,
24,tvtp_logrv,2020-01-25,2024-01-24,2024-04-23,3041.963911848503,-6067.927823697006,-6025.638289979387,8,True,0.0013938314687234454,0.015194703549591267,0.0005377513706914974,0.05377640754389646,0.5449120215630209,-0.48077782622523507,-0.8635109926832129,0.7700616941028726,60.260624122823174,8.214322200228318e-14,,
24,tvtp_exflow,2020-01-25,2024-01-24,2024-04-23,3011.837252947318,-6007.674505894636,-5965.3849721770175,8,True,0.001352306757325989,0.016730662708904838,0.0005011241731833419,0.05622227099639246,1.1790867228679345,0.1786822033612249,0.0025876519693165518,0.013707220362132308,0.00730632045360835,0.9963535044448426,,
24,tvtp_both,2020-01-25,2024-01-24,2024-04-23,3042.364527239606,-6064.729054479212,-6011.867137332189,10,True,0.0013769567672295153,0.015247746040501612,0.0005626427959495526,0.053808968698466776,0.5314379323386464,-0.5156558814962889,-0.8741093983498865,0.8228406358353173,61.06185490502958,1.7350956671751051e-12,-0.13619681237549222,-0.11871951207184281
25,baseline,2020-04-25,2024-04-24,2024-07-23,3083.7977143975236,-6155.595428795047,-6123.878278506832,6,True,0.0011746919042830615,0.012609657787004772,0.0017906069400544827,0.043728133010807795,0.8758611342394018,0.9698359689338878,,,,,,
25,tvtp_logrv,2020-04-25,2024-04-24,2024-07-23,3110.741836636244,-6205.483673272488,-6163.194139554869,8,True,0.0014052044053094357,0.012337182430223444,0.0015773634145097516,0.044151145884403956,0.1300216202552397,0.22640063479390365,-0.8185555647101855,0.6256922228421863,53.88824447744082,1.987542353404067e-12,,
25,tvtp_exflow,2020-04-25,2024-04-24,2024-07-23,3084.1034916315475,-6152.206983263095,-6109.917449545476,8,True,0.0011302895107080083,0.012432298915933854,0.0018227651798330383,0.0435166755133345,0.863478381683304,0.9881549240669394,0.07221461924594094,0.17559254927354442,0.6115544680478706,0.7365506796129764,,
25,tvtp_both,2020-04-25,2024-04-24,2024-07-23,3110.8117019794267,-6201.6234039588535,-6148.76148681183,10,True,0.0014012621185970084,0.012336084044023279,0.0015812170228653184,0.04413771953994634,0.11873955214019229,0.21738194172746858,-0.8194422827666913,0.6396521686933547,54.02797516380633,5.1921734342034724e-11,-0.07123358272916008,0.011795497543010864
26,baseline,2020-07-25,2024-07-24,2024-10-22,3084.676150681723,-6157.352301363446,-6125.635151075231,6,True,0.0009049938200236824,0.013741895596274886,0.0017743731403479551,0.044428351060568715,0.879468384422246,0.7712157169757052,,,,,,
26,tvtp_logrv,2020-07-25,2024-07-24,2024-10-22,3109.7507745691305,-6203.501549138261,-6161.212015420642,8,True,0.0011303529939683595,0.012990117758157102,0.0015213135549837391,0.044172752500777464,0.1311737437393839,0.09065077573597097,-0.7857008131311777,0.6476632980616068,50.149247774815194,1.2889296374340508e-11,,
26,tvtp_exflow,2020-07-25,2024-07-24,2024-10-22,3085.0207504167515,-6154.041500833503,-6111.751967115884,8,True,0.0008188615844598004,0.013416119200765759,0.0018405577332695237,0.044017175244533774,0.8521178945253437,0.8054781218455532,0.10935227931445289,0.19382379749071632,0.6891994700572468,0.7085038860075956,,
26,tvtp_both,2020-07-25,2024-07-24,2024-10-22,3109.788579386011,-6199.577158772022,-6146.715241624998,10,True,0.0011124442599336638,0.012938937453771572,0.0015378995710279208,0.04410120764218899,0.12282617979003024,0.0939990617500071,-0.7803230120745825,0.6574751837591165,50.2248574085761,3.240843457138409e-10,-0.012923468021137599,0.049453583673796875
27,baseline,2020-10-24,2024-10-23,2025-01-21,3075.671041820645,-6139.34208364129,-6107.624933353075,6,True,0.0004300249809962115,0.013765147780211066,0.0018591993154297684,0.0440910384111667,0.7810923200116094,0.7197169888404839,,,,,,
27,tvtp_logrv,2020-10-24,2024-10-23,2025-01-21,3101.5406430988132,-6187.0812861976265,-6144.791752480008,8,True,0.00038838941683974143,0.012516364217985286,0.0018111882456707236,0.043219746045778176,-0.06659810273166629,0.11294810609654457,-0.7799993019304114,0.7320373015291322,51.73920255633675,5.820695974028013e-12,,
27,tvtp_exflow,2020-10-24,2024-10-23,2025-01-21,3076.5098355062305,-6137.019671012461,-6094.730137294842,8,True,0.00023372239499597417,0.012958533532387264,0.0019597597378142187,0.04317123917524363,0.7025143990634779,0.8127745956997462,0.13429065716288682,0.2910681347745207,1.6775873711712848,0.43223161629404827,,
27,tvtp_both,2020-10-24,2024-10-23,2025-01-21,3102.2727882709364,-6184.545576541873,-6131.683659394849,10,True,0.00023421978299091484,0.011967485866001314,0.0018844019081206494,0.04255174812676832,-0.09979071808395466,0.2428077260974777,-0.7381737529114101,0.7692224126033764,53.203492900583115,7.725825056789402e-11,0.10499899388488103,0.31735883465473474
28,baseline,2021-01-23,2025-01-22,2025-04-22,3116.034485500745,-6220.06897100149,-6188.351820713276,6,True,0.0006149497350192207,0.015039858421125008,0.0010481490849862237,0.0447559745812414,0.7934852039529607,0.324935515270491,,,,,,
28,tvtp_logrv,2021-01-23,2025-01-22,2025-04-22,3137.8461901075416,-6259.692380215083,-6217.402846497464,8,True,0.0004414606816960411,0.013136256746076635,0.001172899722554052,0.04274481137520401,-0.0058587329077229655,-0.040634543869290406,-0.7723679845488542,0.5590181049718451,43.62340921359282,3.3674181500065377e-10,,
28,tvtp_exflow,2021-01-23,2025-01-22,2025-04-22,3116.6498552064213,-6217.299710412843,-6175.010176695224,8,True,0.00043665008491349633,0.014259657612582705,0.001227023199138349,0.0436192430051187,0.7290405000788229,0.46675534924223877,0.09691612852704809,0.2554513336641609,1.2307394113522605,0.5404410542450366,,
28,tvtp_both,2021-01-23,2025-01-22,2025-04-22,3138.3147271022517,-6256.629454204503,-6203.76753705748,10,True,0.00024212717835619512,0.012400124115318227,0.0013160152431023477,0.041840817082244734,-0.0825389770497285,0.1182687203694391,-0.7422103918380227,0.593679999302445,44.560483203013064,4.9068355162554236e-09,0.014887813960461613,0.24474601219041484
29,baseline,2021-04-24,2025-04-23,2025-07-22,3153.8523696769116,-6295.704739353823,-6263.9875890656085,6,True,0.00040621460961819133,0.014063474336982205,0.0004267867651296782,0.042561085282648105,0.9024224853761204,0.6543848184295845,,,,,,
29,tvtp_logrv,2021-04-24,2025-04-23,2025-07-22,3171.0220149805027,-6326.044029961005,-6283.754496243387,8,True,0.0003101057504417177,0.012415904445800242,0.0005177540259341863,0.04115841964372004,0.12474365692138976,0.2626955531903942,-0.7003740196651672,0.39508900258503954,34.33929060718219,3.493958871143088e-08,,
29,tvtp_exflow,2021-04-24,2025-04-23,2025-07-22,3155.6400855204615,-6295.280171040923,-6252.990637323304,8,True,0.00011493089961164004,0.012948575920221502,0.0007111310491076993,0.04111266062528073,0.8262894844560195,0.8698674678922523,0.008296063675028345,0.39831919109004654,3.575431687099808,0.1673419686938507,,
29,tvtp_both,2021-04-24,2025-04-23,2025-07-22,3173.016819395046,-6326.033638790092,-6273.171721643068,10,True,2.8717155449599044e-05,0.011414037006145693,0.0007318822390191964,0.039927952538327746,0.0530596729251886,0.48326913825194046,-0.6273959878929524,0.5272627554025354,38.32889943626833,9.584547486673629e-08,-0.02198629302585701,0.4208775561891745
30,baseline,2021-07-24,2025-07-23,2025-10-21,3259.835223980088,-6507.670447960176,-6475.953297671961,6,True,0.0002568474427554654,0.012528953462594587,0.001566815285398823,0.03930411031228181,0.8311882785936024,0.668033170511884,,,,,,
30,tvtp_logrv,2021-07-24,2025-07-23,2025-10-21,3272.009695279906,-6528.019390559812,-6485.729856842193,8,True,0.00025902619698041726,0.011554745064933222,0.0014803877704281118,0.038455790363789925,0.27652148766662954,0.3503069395905466,-0.5423575926022607,0.37398491811362705,24.348942599635848,5.160529849050484e-06,,
30,tvtp_exflow,2021-07-24,2025-07-23,2025-10-21,3261.893955131544,-6507.787910263088,-6465.498376545469,8,True,2.4804518230665437e-05,0.011926967509547092,0.001728847370633043,0.038527569119767895,0.790923309929047,0.8023722127074421,0.04441132950597918,0.4239606706560301,4.1174623029119175,0.1276157923213183,,
30,tvtp_both,2021-07-24,2025-07-23,2025-10-21,3274.6692626314452,-6529.3385252628905,-6476.476608115867,10,True,3.462147784979642e-05,0.01105132151439287,0.001622322894807985,0.03775627257113663,0.25363830642788543,0.4721483854649623,-0.4709830054145378,0.5211621121797253,29.668077302714664,5.718084515458754e-06,0.010308584224616422,0.4715578795397947
31,baseline,2021-10-23,2025-10-22,2026-01-20,3328.836280443959,-6645.672560887918,-6613.955410599703,6,True,0.0004233533618369795,0.01326493417466114,0.0003608753139567689,0.040056002151087934,1.0635968035070962,0.491420727962627,,,,,,
31,tvtp_logrv,2021-10-23,2025-10-22,2026-01-20,3340.8735081644127,-6665.747016328825,-6623.457482611207,8,True,0.00039681612423022244,0.012193344522298566,0.00039995798198982446,0.038862630845915375,0.49467741257391035,0.108484486338685,-0.5572903681506272,0.3777452506148559,24.074455440907514,5.919682629105871e-06,,
31,tvtp_exflow,2021-10-23,2025-10-22,2026-01-20,3329.6479612747116,-6643.295922549423,-6601.0063888318045,8,True,0.0002391662460421563,0.012827939809142161,0.0006108464739700558,0.03921834183342021,1.0622129831553238,0.6506682636414501,-0.006803376962407539,0.3110322457425596,1.6233616615054416,0.44411096315743426,,
31,tvtp_both,2021-10-23,2025-10-22,2026-01-20,3341.5360226709695,-6663.072045341939,-6610.210128194915,10,True,0.00023189036006256592,0.011890292930335722,0.0005915322135718362,0.038234988805416106,0.5197953435797036,0.21355075062563708,-0.45229680546158213,0.5467823115217758,25.39948445402115,4.181040985271258e-05,-0.03113474335887603,0.33351389437091306
32,baseline,2022-01-22,2026-01-21,2026-04-21,3365.167518759398,-6718.335037518796,-6686.617887230581,6,True,0.00042490894898400313,0.013875553466514916,0.0009247204447929427,0.04049954597886908,1.2589026294846213,0.44089154913343365,,,,,,
32,tvtp_logrv,2022-01-22,2026-01-21,2026-04-21,3375.143674810428,-6734.287349620856,-6691.997815903237,8,True,0.0004158881755649882,0.012818582183910385,0.0008834496849691332,0.039074562451773334,0.7343873664774536,0.045360234693741605,-0.4772219660607833,0.41162884687778006,19.952312102060205,4.649545225925106e-05,,
32,tvtp_exflow,2022-01-22,2026-01-21,2026-04-21,3366.1458563962683,-6716.291712792537,-6674.002179074918,8,True,0.0002481027229802508,0.013387070195217792,0.0011635563497201294,0.039397329436089756,1.2534730247467705,0.6396597615589406,0.002815292187739741,0.37389116022379193,1.9566752737409843,0.3759355210486475,,
32,tvtp_both,2022-01-22,2026-01-21,2026-04-21,3376.3125128814745,-6732.625025762949,-6679.763108615925,10,True,0.0002317809894182898,0.012444249990207637,0.0010990292018765416,0.03817392039343253,0.7669197821687703,0.1858819543745755,-0.33385417558885516,0.6604351288453305,22.289988244153392,0.00017546393344715063,-0.016468149961101256,0.46454586795848873
33,baseline,2022-04-23,2026-04-22,2026-05-23,3374.661974218233,-6737.323948436466,-6705.606798148251,6,True,0.00029829046869016035,0.013929308975779271,0.0007072652220928683,0.04026316377276579,1.3025705922605095,0.47848321467530097,,,,,,
33,tvtp_logrv,2022-04-23,2026-04-22,2026-05-23,3383.8053844183955,-6751.610768836791,-6709.321235119172,8,True,0.0002931033642048642,0.012891338557562955,0.0006708358863598998,0.038829774482005815,0.7912679344525343,0.07366554304403879,-0.43163187478350845,0.4531755078096259,18.28682040032527,0.00010692208138174466,,
33,tvtp_exflow,2022-04-23,2026-04-22,2026-05-23,3375.3349305446754,-6734.669861089351,-6692.380327371732,8,True,0.00017210725727783327,0.013615377618832535,0.0008945445381210474,0.03953129708998916,1.2887955548967318,0.5912299257473297,-0.009310487539749642,0.2888324718892384,1.3459126528850902,0.510198034117413,,
33,tvtp_both,2022-04-23,2026-04-22,2026-05-23,3384.6533105622416,-6749.306621124483,-6696.4447039774595,10,True,0.0001495465009313332,0.012574605107534246,0.0008475962253302147,0.038098030104726135,0.7883464815473177,0.16440379058167082,-0.3410578563819001,0.6196676345510839,19.982672688017374,0.0005033478950775347,-0.026542227786394146,0.37547808017344314
